Queued Songs	Artists	ID	ExCol
Unbelievable (feat. Kaash Paige)	24kGoldn, Kaash Paige	Unbelievable (feat. Kaash Paige)	spotify:track:1BEre9NGa02ItxQaGaD1SB
Workin'	24kGoldn	Workin'	spotify:track:690Iqu1m1EoSrAsot3jams
Baila Baila Baila	Ozuna	Baila Baila Baila	spotify:track:7uH27oIt4a6cIFCA8ZPcyG
Cama Vacia	Ozuna	Cama Vacia	spotify:track:6sR4WtcYJOCXzDsDfY9PwV
Fantasía	Ozuna	Fantasía	spotify:track:7rFxvKtiIeCfjmn1uKxmI9
Hasta Que Salga el Sol	Ozuna	Hasta Que Salga el Sol	spotify:track:6ofuqm2qLMi9lBFEF9mJMb
Te Soñé De Nuevo	Ozuna	Te Soñé De Nuevo	spotify:track:5s8LepdwU0THzpd0M7nLsa
Muito Calor	Ozuna, Anitta	Muito Calor	spotify:track:5uVgsAzjO6eJR06VPrqUga
Vaina Loca	Ozuna, Manuel Turizo	Vaina Loca	spotify:track:1s2B5cndbqK8rPJEIcKJRQ
Tabú	Pablo Alborán, Ava Max	Tabú	spotify:track:471HeGJPKw07MObixON0Um
Chase The Light	Palace	Chase The Light	spotify:track:1QVfWKjZFIY2JhluvvxC8J
Over Your Head	Pale Honey	Pale Honey	spotify:track:6diAbrvV9c5jY3Z7KOqW6a
Jungle	Panama	Jungle	spotify:track:5ZlW0qr1jv9u49rPiQqXPr
Strange Darling	Miya Folick	Strange Darling	spotify:track:3pGTGFLKTGFOLArMq3H9jE
Kings (feat. Gentle Bones)	MJ Kuok, Gentle Bones	Into The Wild	spotify:track:0grtdsjaqp3wQFPUadD7wg
Who Do You Think Of?	M.O	Who Do You Think Of?	spotify:track:0edWQ0h7YJfI7LVJ9IXXGg
I Melt with You	Modern English	After the Snow	spotify:track:6J2rMSRhgb4HuX6dWgM3nJ
Calling Out	Monakr	Calling Out	spotify:track:6SgmgDISmsnqkkhSiEeGT7
Get To Know It	Moonchild	Get To Know It	spotify:track:2UVF8snuzKjVNEcRoxCHUI
Young & Unafraid	The Moth & The Flame	Young & Unafraid	spotify:track:3gnqvQZOTimSvLRaij0SyZ
Beautiful Heartbeat - RAC Mix	MORTEN, RAC, Frida Sundemo	Beautiful Heartbeat	spotify:track:44aruoUIlZ5uOVsiAKz8lz
TKO	Motion City Soundtrack	TKO	spotify:track:5SHPwWaLO4Ze7qiobOtvLx
Square One	Moss Kena	Square One	spotify:track:3XVZslkZdphIHb3QZEwpj1
St. Michael	Mt. Wolf	Hex	spotify:track:24iTT6eUV3Ih1EVb5QHvV5
VIII	Mt. Wolf, Alexa Harley	Red	spotify:track:5KCwcaOgMULzaV9yZYQyji
Monument	Mutemath	Monument	spotify:track:7j8tvk7RDYe6wUqr4hxDgM
Happy to Oblige	Mutemath	Voice in the Silence	spotify:track:5tJJS1MNbMUEQx06mxgxjE
All I See	Mutemath	Vitals	spotify:track:6s5Uox5Wa8CuuilFJizuEF
Used To	Mutemath	Used To	spotify:track:6E7l1qZbFKxSBQVh5RrDy6
TV Set	Spoon	TV Set	spotify:track:2Vg6tTZR6xhAO2Dm7bRCOY
The Kindest Thing	Stalking Gia	The Kindest Thing	spotify:track:5Kmj7unjc3WhSOkuUDRj8h
Second Nature	Stalking Gia	Second Nature	spotify:track:3RaH9fxrZ541JcayzhcuzX
Raise Your Weapons	Stalley	Honest Cowboy 2.0	spotify:track:0siyQOTeoD8bAqStVR2f9G
Caution Tape	Starling Glow	Starling Glow	spotify:track:31DycG5icJKPiIAi9h8XPr
Hello	Stephen	Hello	spotify:track:7z47pgbZpkGcME2A0YxR0y
ZAZA	Stunna Gambino	ZAZA	spotify:track:67IBUDBd2JqElQWKX6sVTD
Saber-Tooth & Bone	Surfer Blood	1000 Palms	spotify:track:5D3j6iBC41gjfKM07kUOCh
Hold Me	The Sweeplings	Rise & Fall	spotify:track:0f1KvHeLVIgzGTuuKp7qd3
Across the Sea	The Sweeplings	The Sweeplings	spotify:track:7jK8dmMMNdhXZpZmIHVf0p
Dark Bird Is Home	The Tallest Man On Earth	Dark Bird Is Home	spotify:track:7sV8Pcna9Q0GkwhzoeTNFU
Darkness of the Dream	The Tallest Man On Earth	Dark Bird Is Home	spotify:track:094cCpKByEKVze7f72wVX9
Backwards and Forwards (OurVinyl Sessions)	Tall Heights	OurVinyl Sessions | Tall Heights	spotify:track:3UMNur6751pAWMex0JSHIp
Alive	Travis Van Hoff	Alive	spotify:track:5NoWfa4LtorQ64cUN2UjJ4
One	Travis Van Hoff	One	spotify:track:2vgGEnvIdTBGkL1OnCwDx2
Fall Again	Tremonti	Cauterize	spotify:track:0VnBSsg7C8wogKhsRRynYR
Butterflies - Original Mix	TRC, Princess Nyah	Butterflies	spotify:track:5WoSjyzCCK447T9oHWQwDq
Kings	Tribe Society	Lucid Dreams	spotify:track:6MLm1a1OFZ2oM1wSHx64Hm
Today	Troi Irons	Turbulence	spotify:track:39Y779BOS46hxshXBBqH2l
In The Morning (In The Evening)	Twin Peaks	In The Morning (In The Evening) / Got Your Money	spotify:track:2sCSITKezB2fL38FeiejmD
To the Top - Live from Spotify SXSW 2015	Twin Shadow	Spotify Sessions (Live From Spotify SXSW 2015)	spotify:track:1AzXodjZX6wTKyA3ecdyUi
Tonite	Twista	Tonite	spotify:track:2rVspPHzTJsSQxrSJsjRVF
Chandelier	Twisted Measure	Chandelier	spotify:track:3uYH99gz6GynHDJkFCqtLO
Georgia	Tyler Carter	Leave Your Love	spotify:track:41qjOmqNoWWmPwFjUsnlIE
Radioactive	Tyrone Wells	Covers One	spotify:track:2yzakGkeOiympGL7V8TWkC
Give It Time	Tyrone Wells	Beautiful World	spotify:track:208GCQP4zIVBvzRPQ6iUjy
Can't Keep Checking My Phone	Unknown Mortal Orchestra	Can't Keep Checking My Phone	spotify:track:5viAQN8XM2g9NFRbQlnKWj
Stage or Screen	Unknown Mortal Orchestra	Multi-Love	spotify:track:0Evd1SDodEIH9XiRLwy8Ta
Time of my Life	UPSAHL	Time of my Life	spotify:track:1K0lYhdaq84V90aOneQjIW
Vapour Trail - 2001 Remaster	Ride	Nowhere (Expanded)	spotify:track:58AWfmYbSeMywgJtXkey7Q
Miracle	Rise Against	Wolves	spotify:track:2wsPWlnZWeskk6eUxPK6Gd
Drivin Me Crazy	Risqué, Chill's Spotlight	Chill's Spotlight	spotify:track:77ey7l3GIM5S1LJcFI3Amr
Am I Ok (feat. Milk & Bone)	Rivver	Am I Ok (feat. Milk & Bone)	spotify:track:33KE5MDXjlH3YD8UHsopvH
Something Cosmic	RIZ LA VIE	Feed.	spotify:track:2Nutj7BwscOhrjMSf7YHaJ
Adventure Team	RIZ LA VIE	Feed. (Deluxe)	spotify:track:6nkOtjAJ5QkRhsvRawyykP
Napkins	RIZ LA VIE	Napkins	spotify:track:37b1KAbfOZeBzeMB0LGO3g
Saturn	RIZ LA VIE	Saturn	spotify:track:6WY88gYhRrnqS4wGtO45TH
Saturn - Acoustic	RIZ LA VIE	Saturn (Acoustic)	spotify:track:7IIs19RpwPIne6gSJ8cj9f
She Said	RIZ LA VIE	She Said	spotify:track:5CohHnumS8s7VEWOsIrfvq
Tesla	RIZ LA VIE	Tesla	spotify:track:59Z1uwI8SSAQvPpoWkNOqA
Raver	Robbie Williams	Under the Radar Volume 1	spotify:track:6qoB02VYfjtYS3zq08ARgg
Don't Wait Up	Robert DeLong	Don't Wait Up	spotify:track:45l856hd6fPleUbWFVrY8C
Favorite Color Is Blue	Robert DeLong, K.Flay	Favorite Color Is Blue	spotify:track:3ZTVNcirP0VsMcMFIPOYEM
Paralysed	A Silent Film	New Year	spotify:track:2BXdRUhZ2ru0DL7Bh4Govk
Don't Kill My Vibe - Acoustic	Sigrid	Don't Kill My Vibe (Acoustic)	spotify:track:2uXcgTbv0vtcVzquvidXhx
Don't Kill My Vibe - Live	Sigrid	Spotify Live	spotify:track:4G437qb96RBdTZWYzv3hJd
House Home	Silver Trees	Fighting the Rust	spotify:track:28pn6glexWScxmpWjGPC2o
Black & White	Silver Trees	Fighting the Rust	spotify:track:3275znH9QH5MFSB7CfiEKZ
Away from You	Silver Trees	Fighting the Rust	spotify:track:1Q5MuCPmJp1GXCQNRvdZcx
One Less Bird	Silver Trees	Paper Hearts - EP	spotify:track:3EbbA98qsOfvHVv1q4JyU0
She	Silver Trees	Paper Hearts - EP	spotify:track:3OwXfPOeDOfEsImlzw3ph1
Sugar	Sister Sparrow	Sugar	spotify:track:0qF0dHsqhRp8jylDA92SaH
Little Deaths	Sir Sly	Little Deaths	spotify:track:635Tjpo9l3tOAnyB7uajqG
Nowhere / Bloodlines Pt. I - Medley	Sir Sly	You Haunt Me	spotify:track:2m5c4dy1XzrwhKzI0QEZ2W
Too Far Gone	Sir Sly	You Haunt Me	spotify:track:2HlIwDjHQR7drUcPRze7Vt
Konnichiwa	Skepta	Konnichiwa	spotify:track:3ipZsbrdpNTYvN9QkcXB4j
Sunshine Dust	Skyharbor	Sunshine Dust	spotify:track:7v9EiS9OCj6YN45th7QQlH
Starving for Friends	Rain City Drive	Through Art We Are All Equals	spotify:track:2B1lXM4FvysWR7sWCCrVSF
Repentless	Slayer	Repentless	spotify:track:2lvt7l0D2DO1YCu81PA6XF
Atlas: Eight	Sleeping At Last	Atlas: Eight	spotify:track:5lh5m39QK2vSK0LkDa1G9y
Earth	Sleeping At Last	Atlas: I	spotify:track:16D9AzevsZAh4GfQEYIo7I
You	Snoh Aalegra	You	spotify:track:090ZtCy8kNuUHs2dWvcesZ
Toronto	Snoh Aalegra	- Ugh, those feels again	spotify:track:2w2XmZLVvSSb30Dkkfeq2X
Home	Snoh Aalegra	Don't Explain	spotify:track:3vzCpzZ30Iy5yhr765jJtr
DYING 4 YOUR LOVE	Snoh Aalegra	DYING 4 YOUR LOVE	spotify:track:5d6qTZOLnj4zbgFGRoJiNz
I Want You Around	Snoh Aalegra	I Want You Around	spotify:track:4Rdan5edd4P9FvBzv2meZD
Situationship	Snoh Aalegra	Situationship	spotify:track:3mmbrABqRXs0rTGrB6knW9
Bad Vibes	K.Flay	Bad Vibes	spotify:track:2xAYunIkZaOTzbzYM8YM8B
Blood In The Cut	K.Flay	Crush Me	spotify:track:3k3FEwVuaokMi13Ud4nnYm
Not In California	K.Flay	Not In California	spotify:track:7klyOzKwXkso1LDpjzgj7P
Run For Your Life - From The Original Motion Picture “Tomb Raider”	K.Flay	Run For Your Life (From The Original Motion Picture “Tomb Raider”)	spotify:track:4hx3jeJl94useGcRwe0q7Z
Sister	K.Flay	Sister	spotify:track:2KlecS6I44n4qlXG9ywD6S
Good News	K.Flay	Solutions	spotify:track:5cInnHweXJJrRsHxwihgkK
This Baby Don’t Cry	K.Flay	This Baby Don't Cry	spotify:track:3dm59JCkJMWluH7n3bRzd4
The Cops	K.Flay	What If It Is	spotify:track:45gCjdqbFIkuK5DIkgbntw
Dónde Estás	KHEA	Dónde Estás	spotify:track:16DNJ8y6k97DxuMyV49W7V
Screenshot	KHEA	Screenshot	spotify:track:7JyI7nxaJ6Xr8kVxlCc7yu
Creo Que (feat. Asan)	KHEA, Asan	Trapicheo (Mixtape)	spotify:track:4ysuHVUGF4kMlpn3naUuXT
Cornerstone	Kid Astray	Cornerstone	spotify:track:5GxG2wf3aOJXL0YANg1RfX
Diver	Kid Astray	Home Before the Dark (Deluxe Version)	spotify:track:4wjfLD1vdmFAvkViLvwwRK
Stronger	Kiesza	Stronger	spotify:track:6FVGIWgxpPHAGidYtF15sk
Give It To The Moment	Kiesza, Djemba Djemba	Give It To The Moment	spotify:track:69tgyFeFQhZNYslqCT3yqP
BOTH SIDES	Kilo Kish	REDUX	spotify:track:3TAH29DxFFiuLdaHOkHA7k
San Pedro	Kilo Kish	mothe	spotify:track:4XPUeoSYFnwXZ8mLootDlZ
In a Mess	Zach Berkman	The Thing About Time	spotify:track:0p6tOXHNrXRLGqyIPeFdD6
I Will Let You Down	Zach Bolen	1001	spotify:track:3fiviz1qOd7WlKFayQvZ2Y
I Want to Die	Zach Bolen	I Want to Die	spotify:track:2HikVLfCTh1pvzbvPU7ln8
A Plus	Zak Downtown, NEM	A Plus	spotify:track:1cvoD6PhuF31q08aaZYjki
digging for windows	Zack De La Rocha	digging for windows	spotify:track:1sdBPiPEKm2OHKybnx3wnA
High	Zella Day	Kicker	spotify:track:7wYrc3r17ExXnbzyFcvxwn
1965	Zella Day	Kicker	spotify:track:1DP3tixUaj6mNz3Y4sfMN8
No Good	Zonderling, Don Diablo	No Good	spotify:track:5MISpOLjlHo6BO6sZD54hp
Eight Seconds	緑, Westside Gunn	FLYGOD Is Good... All The Time	spotify:track:1z4DgF64MxMzGlza0qZJrD
Break Her Heart	ZZ Ward	Break Her Heart	spotify:track:1DImZhldOqSz3wwTYkadxk
Cannonball	ZZ Ward, Fantastic Negrito	Cannonball	spotify:track:6yqsPrHo5Tvq0oxCbzw0wq
The Deep	ZZ Ward, Joey Purp	The Deep	spotify:track:5o8GpO83glM1w0rpTWDaML
Domino (feat. Fitz)	ZZ Ward, FITZ	Domino (feat. Fitz)	spotify:track:3buCvmIQc9xHhOoW86DbV2
Help Me Mama	ZZ Ward	Help Me Mama	spotify:track:6btbg97KgtPD1mE3rPLfLE
LOVE 3X	ZZ Ward	LOVE 3X	spotify:track:55JEhjYEXe4SUiLM3OErjb
LOVE 3X - RAC Mix	ZZ Ward, RAC	LOVE 3X Remixes	spotify:track:4MH8KkHlyNieJMZcEuqq3N
Sex & Stardust	ZZ Ward	Sex & Stardust	spotify:track:3YuA8FkXCt8s3rz9Kdrdhy
The Storm	ZZ Ward	The Storm	spotify:track:4Shy2nuafpRrCkvm0laVx0
Jumpin on a Jet	Future	Jumpin on a Jet	spotify:track:3zuMEteRKyQCujA5CiS1jl
Symphony	Zeds Dead, Charlotte OC	Northern Lights	spotify:track:1qJWrMVT9q26icroEXtSdF
Jackrabbit	San Fermin	Jackrabbit	spotify:track:16dqxg0A5tU9EmLgvifJXH
Blud	SOAK	Blud	spotify:track:35KFlN044UwuME2yqlPS8M
Tide Teeth	Night Beds	Tide Teeth	spotify:track:2UY1xaTj8DPs84HWjHJFJL
Before The World Was Big	Girlpool	Before The World Was Big - Single	spotify:track:15G9nCHmDbc6CT5V3TMJV6
Instant Crush (Radio Edit) - Bonus Track	Natalie Imbruglia	Instant Crush (Radio Edit)	spotify:track:6X6sTSMZVNa8RiR1AL5l5I
Savages	Five Knives	Savages	spotify:track:59aJo8vhI5I9BRw27XXKor
The Line	Jez Dior	The Line - Single	spotify:track:6cWxcxxZSugazHAU57z0Lj
I Feel You	Johnny Marr	I Feel You	spotify:track:3nPbJdPd0wyfDGSZeT9zaL
Interview the Girls	Mew	+ -	spotify:track:70WzgihhH0nhGQHga6JjEA
Shake and Tremble	Django Django	Shake and Tremble	spotify:track:6VeebNfqQUcMJcGmxbJkgu
Iron Moon	Chelsea Wolfe	Iron Moon - Single	spotify:track:0A20Y1bT5UWSDRh3Rbch64
Burn Card	The Barr Brothers	Alta Falls	spotify:track:3LdbamWnEAuPhCS1FFxjQD
Aftergold	Big Wild	Aftergold	spotify:track:5UcGx15RgoBCquQM8j7ylv
Burn With Me	Whilk & Misky	Burn With Me	spotify:track:19iszP3kTNtHoqbNoXeWQf
Put Me Down	Aquilo	Put Me Down	spotify:track:1s7LblqyEbET1HbmId3Igi
Run Free	The Hearts	Run Free	spotify:track:1RZ8Co8BY549ik6AsWV89P
Upward Mobility	The Helio Sequence	Upward Mobility	spotify:track:2LAvGuTKCPiWJDyTI56prV
No Mind No Money	Beach Baby	No Mind No Money	spotify:track:4dTJBgkNs33eDs2EZCO66M
23 (feat. Sasha Dobson)	Highly Suspect, Sasha Dobson	23 (Sasha Dobson)	spotify:track:5mHW8cQxU4OxlAQKXgYlxc
Spirit (Great Good Fine OK Remix)	Luxley	You Are the Spirit (Spirit Remix Album)	spotify:track:3a6QXK7ss94w8x2A8gRmcq
Lyves X Synkro - Body Close	Lyves, Synkro	Lyves X Synkro - Body Close	spotify:track:3jmBXk1jmdyUMQPtN6tG8B
Try to Lose	Penguin Prison	Lost in New York	spotify:track:4Bfn1AXTNX9ETEj4HESIu7
Beginning to Fade	Django Django	Born Under Saturn	spotify:track:6Jkv7Os5uYGoidsGiTEeEK
Right on Time	Dawes	Right On Time - Single	spotify:track:6cCqJ3k8z9IP4Kqgrzx9tv
West End Kids	New Politics	West End Kids	spotify:track:2FECjR5ZvfPGWnwXIY69NH
Can't Kick Up The Roots	Neck Deep	Can't Kick Up The Roots	spotify:track:4LG1oDqP3jc8rFz5KEAsKN
The Door - Live from Spotify NYC	D'Angelo	Spotify Sessions	spotify:track:59hWnd0TsDoqTUah2WfXCy
The Otherside	Ghost Loft	The Otherside	spotify:track:5Yj5pG9BPF6p77d7BRF2bL
Slow Dancer	Noah Gundersen	Slow Dancer	spotify:track:4e1jkDGXP276kdjQ8jybwZ
Just Like Blood	Sharon Van Etten	Just Like Blood	spotify:track:4gML5x1msjfFty29Ks1T9F
Red Shifting	The Helio Sequence	The Helio Sequence	spotify:track:0pYfUj7JKMILLpCAAQLWIl
Caroline	Jon Foreman	Caroline	spotify:track:4bUUOJlOlSYBSmlubgAOsA
Hit The Ground	Hinder	When The Smoke Clears	spotify:track:2Lo8MO9Ljv2z0Im6rDRnUt
Superhero	Faith No More	Sol Invictus	spotify:track:245CpKKDvoyENXYVjbaedW
What I Love About You	Logan Mize	Pawn Shop Guitar - EP	spotify:track:3KZFUsxMwGnB22me1SKmDn
Monogamy	Self	Monogamy/Could You Love Me Now?	spotify:track:1AiEJL2PSnAAocta68csUX
Beat of My Drum	POWERS	Beat of My Drum	spotify:track:7hVsdXC9zRDiWFfhdmkYC8
Two Bridges	Whilk & Misky	Two Bridges	spotify:track:0VaTC6i1wtvLLnatmpVjxx
Love Is The Future	Hot Chip	Why Make Sense?	spotify:track:7zLJfeLMLjYqkMJJH9MfWy
California Rain (feat. Nikki Segal)	Goldroom, Nikki Segal	It's Like You Never Went Away	spotify:track:3uT5YjNT7WyIkV6VrHz6x7
In for the Kill	Shamir	Ratchet	spotify:track:20hGp5SRPMmoVbWkNOMviC
The Music	Gigamesh	The Music	spotify:track:6sHnGmF9ntOvM4vn1YtOTU
Secrets	Tiësto, KSHMR, VASSY	Club Life, Vol. 4 - New York City	spotify:track:6YcsrI93YwZI8Pw0KRpgPJ
In Love By Now	Jamie Foxx	Hollywood: A Story of a Dozen Roses (Deluxe Version)	spotify:track:1QjlOs0XfxGg4elD4kTDQC
The Separation	Ceremony	The L-Shaped Man	spotify:track:3efl9YDXc5mHtXdL7Gvmiq
Strangers	Langhorne Slim, The Law	Strangers	spotify:track:7hu5AClvs7nb66jMKzbHIc
Say What	My Brightest Diamond	I Had Grown Wild	spotify:track:6IlwHx4tL6E7flu04xyMrQ
Two Thousand Miles	Tanlines	Highlights	spotify:track:1PnIMtBwa2y3d95TLi9Yau
Fall Into The Light	Fink	Horizontalism	spotify:track:0B4zdr102e7IW8kEh25vuX
Will You Dance?	the bird and the bee	Will You Dance? - Single	spotify:track:68h9IuPENRMH8nUIMEbqER
World Championship Finale 2 - From "Pitch Perfect 2" Soundtrack	The Barden Bellas	Pitch Perfect 2 (Original Motion Picture Soundtrack)	spotify:track:3Ls7kkmVLU6MEqpB7lB3KS
Good Morning Mr. Wolf	Patrick Watson	Love Songs For Robots	spotify:track:3nOP2TRAWwspnlPvS7nwZh
Pittsburgh	William Fitzsimmons	Pittsburgh	spotify:track:79ycAyB0D7qJErjL4TwFf2
The Way You'd Love Her	Mac DeMarco	The Way You'd Love Her	spotify:track:5E2ivmmWqJINn0716sYc4c
Don't Wanna Fight	Royal Tongues	Don't Wanna Fight	spotify:track:7euRaFBAhRTMh2CL2Ma3oJ
Fucked Up	Young Rising Sons	Fucked Up	spotify:track:5UpKFCQf34yJ3LtXtBuS5v
1000	Ben Khan	1000 EP	spotify:track:2HHmLceYXkfsPzpyPyLMe7
Backsell	Desaparecidos	Backsell	spotify:track:19Nx5dfDohMtsTaULG5i6g
Borderline	Man Overboard	Borderline	spotify:track:7eBj4eerRw4bY8FQs2IteN
Next to Me	Otto Knows	Next To Me	spotify:track:6ZixfeFT8V0Nle1rMZAekY
Fading	Elijah Blake	Fading	spotify:track:7nVuhBCmYxwyuIxMmrifD2
Everything Is Easy	Third Eye Blind	Everything Is Easy	spotify:track:361PSb9fUFa4FFTOJpQJqL
Million	Tink	Million	spotify:track:1Ktsil4bC4hYRWlqMG4qK3
Make Out Party	Incubus	Trust Fall (Side A)	spotify:track:6a6iZ0eutqGr1J9Um89BxV
Mark My Words	Holly Miranda	Holly Miranda	spotify:track:0xUqaoJgwUVWiKCU9j6vUY
You Don't Know How Beautiful You Are	Jon Foreman	You Don't Know How Beautiful You Are	spotify:track:4vStcWHWdwB28GSINoghvU
The Shade	Metric	The Shade	spotify:track:1kvb8yHH8DxN2xhXADkD04
Victoria	Jordan Bratton	YOUTH	spotify:track:5thZAqTJNucHa1hOuJHtEJ
Until the Levee	Joy Williams	Until the Levee	spotify:track:5BkUllQfBPaotKuoxosECg
Eventually	Tame Impala	Eventually	spotify:track:7xE0gpMKPKukOUqIx78wen
Cowboy Guilt	TORRES	Sprinter	spotify:track:4ie0cF4l5toH9libKvZqx4
Acetate	Metz	II	spotify:track:0n7xkbifTiXsfIAZDhH3To
Kiss You in the Morning	Michael Ray	Kiss You in the Morning	spotify:track:6TwhBJgvrPrdNe57lYVV55
Flex (Ooh, Ooh, Ooh)	Rich Homie Quan	Flex (Ooh, Ooh, Ooh) - Single	spotify:track:4T0ScSPdQKmGvruK7pavNP
Claudeland	Highly Suspect	Claudeland	spotify:track:5I5tAAD4JeVEXgYKORJZrh
Marks To Prove It - Public Service Broadcasting Remix	The Maccabees	Marks To Prove It (Public Service Broadcasting Remix)	spotify:track:7CcOH7zuQPDVOLE1RR1M9U
Gold	Whales & This Lake	Gold	spotify:track:0EIBFECFCgo4tNlPwKqYMQ
Things Happen	Dawes	All Your Favorite Bands	spotify:track:4BwH8CqZkep7evUpHbAvEm
Fast Lane	Rationale	Fast Lane	spotify:track:2htMKaXok60eoqe4Odd7Gv
Cages	Woolf and the Wondershow	Cages	spotify:track:6KYidXoCoAzVpfJdgNw6lT
Paris	Fickle Friends	Velvet (EP)	spotify:track:2WwAEkrF3CHKVPMl739FxH
Broken Record	Good Old War	Broken Record	spotify:track:40BpgGpiUezpOMtQoq8lH2
Annie	Neon Indian	Annie	spotify:track:3QUTlwa3FQp9uY1akNHQL2
Rising Love	Arno Cost & Norman Doray, Mike Taylor	Rising Love	spotify:track:3uc6OtNu0aJEgF7lzIvPZI
One Last Night On Earth	Dada Life	One Last Night On Earth	spotify:track:4TkKjeNOVQG0ebYsoMx1NT
Boomerang	Walk Off the Earth	Boomerang	spotify:track:0iy4DjxlHD68fX6krj3NfE
Last Kiss	OverDoz.	Last Kiss	spotify:track:2yYIKbcr1CelmIteDzEAFD
Young	Kins	Young	spotify:track:1zeFZQUo6eMjGgXLTFwI7R
Overflow	Ghost Loft	Chocolate Haze	spotify:track:4mxh2NExRSOb7bJTRnJPyK
If I Don't Have You	Tamar Braxton	If I Don't Have You	spotify:track:4vTUSnpexLzIovRmj0bMP1
Empty Nesters	Toro y Moi	Spotify Sessions	spotify:track:4E2dsEUL3z5Nq0rEEqkBLt
The Blade	Ashley Monroe	The Blade	spotify:track:0MBv0No1I7lcx27BXABcpa
Sunshine	Young Empires	Sunshine	spotify:track:0wSw3xwH37l8mER1lK0uMC
Around The World	Natalie La Rose, Fetty Wap	Around The World	spotify:track:5IxXl4qLDoh16PJ5E7lnql
This Is Love	Cappa	Cappa	spotify:track:2317lsFtyEYBMTB0AsikQf
Sandwich And A Soda	Tamia	Love Life	spotify:track:35qeN1JBnGOdx2Ladj6Q8A
Dissolve	Hibou	Dissolve - Single	spotify:track:5QUvsBhCjKfCtCbusmQim8
Fatal Flaw - Single Version	Titus Andronicus	Fatal Flaw	spotify:track:31umqew70CgWOjymDjBVht
Speaking In Tongues	Young Guns	Ones and Zeros	spotify:track:5TfurUWeNReh57emO6COpq
I Don't Want to Let You Down	Sharon Van Etten	I Don't Want to Let You Down	spotify:track:3mKZqJ1vVb679rUkL3sBDH
No Justice	Astronauts, etc.	No Justice	spotify:track:0hmkiYJR3IPujLDCBqEoVA
Wildfire	Cautious Clay	Wildfire	spotify:track:69xOrL71OeGz5fqXFTnJ5L
Slip	Elliot Moss	Highspeeds	spotify:track:0OY2KqGxYAUizKfjwsPrbp
Love Again (feat. JMSN & Sango)	Ta-ku, JMSN, Sango	Love Again (feat. JMSN & Sango)	spotify:track:3b9oG5ZcveVFvP4Gj9QHBs
I Do Not Feel Like Being Good	Ryan Adams	I Do Not Feel Like Being Good	spotify:track:2UPD2T60sRzTzJM0p8ALis
Home Tonight (Radio Edit)	Lindstrøm, Grace Hall	Home Tonight	spotify:track:5dsyR3Ov0H9Z3sIiMrsFh1
Ong Ong	Blur	The Magic Whip	spotify:track:0lWu1wRAegvbC6Wb0jYKfA
Your Life In France	Ceremony	Your Life In France	spotify:track:3ONgtFTNOGKbZsIHWwI7Ba
Wait Just a Minute	Myzica	Wait Just a Minute	spotify:track:0HxVchXuNMc1R4h9RNpuVd
Red Cow	mewithoutYou	Red Cow	spotify:track:6f040t7V1cxkZ815QZvv4v
Vernon	Show Me the Body, Wiki	SMTB	spotify:track:2Yfi3EZbsfTXqM8kTfGCrN
Haute Mess - Radio Edit	NERVO	Haute Mess (Radio Edit)	spotify:track:6raISQCCtUSp7eav5eRZ9P
Cloaked	Woolf and the Wondershow	Cloaked	spotify:track:0iAPd90w2O3hBpXKDR7f38
Deadwater	Wet	Deadwater	spotify:track:2dB5GYSO8IdZazyTp8YhgB
Pressure	Milk & Bone	Little Mourning	spotify:track:3HxdmLK9jPkpRLHjZ9FZ0Z
We’ll Be United	Romeo Blanco, Brad Mair	We’ll Be United	spotify:track:6gfWIbbvg58sGwn9xs0HW6
A Million Pieces	Jochen Miller, Hansen Tomas	A Million Pieces	spotify:track:05VKlHESAvpM6PGEYbzygh
Echo - Radio Edit	Ookay, Scott Sinjin	Echo (Radio Edit)	spotify:track:3Ql6HKNVP3EjgCvo5zsOVR
Landmine	Three Days Grace	Human	spotify:track:1QGnq9t4JQTk80eGGn7gPN
Follow Me	Iris	Follow Me	spotify:track:5i5qCF2E6yKcteZfBULRts
Turn It On	Eli Young Band	Turn It On EP	spotify:track:7196z4iac1h7cup3h9IwfR
Angels	The xx	Coexist	spotify:track:1zuKjpp4t7BS8JPKi6mkQr
Give Me Something	Jarryd James	Give Me Something	spotify:track:6uE4CankW8KhGCWIgPKJVC
Look What We've Become	Grace Potter	Look What We've Become	spotify:track:7proLLrtES7EZFoD7eHSro
Could Have Been Me	The Struts	Everybody Wants	spotify:track:4BCoS3K75lpvph7Lu00iKY
Get Better	Frank Turner	Get Better	spotify:track:2afU3ArsXsKycRENa9wCAy
STONEFIST	HEALTH	STONEFIST	spotify:track:5pKxj3tgc4VQatouqqQ5Cg
Let the Night Fall	Dragonette	Let the Night Fall	spotify:track:4eqdwnMobn35DwOYF1qxdQ
Something Like Happiness	The Maccabees	Something Like Happiness	spotify:track:3uCgTTempCwP3YbcXz0UHx
We Try but We Don't Fit In	Day Wave	We Try but We Don't Fit In	spotify:track:7B5vlpGDmH7HC3ExHHXSX2
Special Affair	The Internet	Special Affair	spotify:track:1siRduG7oWrGGbdr8IWt6H
You're a Germ	Wolf Alice	You're a Germ	spotify:track:2sU9apNPRYhTCgsZM6Hkz0
White Knuckles	Boh Doran	White Knuckles	spotify:track:3HYNIjuNLhNhqO6v2HBamE
Slowly	Dropout	Slowly	spotify:track:6f5BOJCSM19TdE4NEGTQFw
