Maybe Songs	Artists	ID	ExCol
Nobody's Smiling	Common, Malik Yusef	Nobody's Smiling (Deluxe)	spotify:track:1sawylBV1Eg718ppZpiGRO
Unstoppable	James Blunt	Unstoppable	spotify:track:63GKoY29zfrWsJzZrYyWRz
Superfly	Raury	Indigo Child	spotify:track:4LsBszsXAV1eM7D4Ovc6VM
Love Under Pressure	James Blunt	Love Under Pressure	spotify:track:6AE2DNuS40qbbVqgUAisMA
If Only	Maya Payne	If Only	spotify:track:4o9qHv5ZoHjNIRwobYaTdL
No Frauds	Nicki Minaj, Drake, Lil Wayne	No Frauds	spotify:track:7KcGEssn7BnJdTgildK5y0
Burn (Radio Edit)	SomeKindaWonderful	Burn (Radio Edit)	spotify:track:1Eygc2oDp0ka4p0BH7H5U7
Session	Linkin Park	Meteora (Bonus Edition)	spotify:track:5KNJ2qBD92lNfdcdcHmzEY
LOYAL (feat. Drake and Bad Bunny) - Remix	PARTYNEXTDOOR, Drake, Bad Bunny	LOYAL (feat. Drake and Bad Bunny) [Remix]	spotify:track:6RbH4isVKIOg1OY1HvRqFc
No Bravery - Live in Ireland	James Blunt	Chasing Time: The Bedlam Sessions	spotify:track:1vEc3mQfTS3tiQjl7OUMoI
Sirens	The Weepies	Sirens	spotify:track:5G0pjV84EuNXibeo3WATFs
New Haven (feat. Lucius)	Chadwick Stokes	New Haven (feat. Lucius)	spotify:track:2H33E7K3EJO3eNGg9cT2Rk
Range Rover	Ben Rector, Steve Winwood	Range Rover	spotify:track:1hcI2TWBGj9bRLhP1kvCmM
You Don't Own Me (feat. G-Eazy)	SAYGRACE, G-Eazy	You Don't Own Me (feat. G-Eazy)	spotify:track:2CpH1L4CUR47RARB3PgY1l
Down for Whatever	Chelsea Lankes	Down for Whatever	spotify:track:4iGh8qzbsyCrswGyMeQR5o
Chloraseptic (feat. 2 Chainz & Phresher) - Remix	Eminem, 2 Chainz, PHresher	Chloraseptic (feat. 2 Chainz & Phresher) [Remix]	spotify:track:756ZV0boQJ6Kbk3WFBuVjD
Dream Lover	Joshua Radin	Covers, Vol. 1	spotify:track:5lxpA0809t6wFOnf1T7Kxk
Circles	B.o.B	Strange Clouds	spotify:track:03kA9Yu3y69Vxo5I3HxeNd
I Can See Clearly Now - Acoustic	Joshua Radin	I Can See Clearly Now (Acoustic)	spotify:track:1dBwxsaU45pulYkIvAyzqd
Destiny	NF	Perception	spotify:track:5n4ZzdO7KtpxsDpoDTa3D6
What You Know	T.I.	King	spotify:track:0CAJdthKDdRjB2h8YOguN6
Venom - Music From The Motion Picture	Eminem	Venom (Music From The Motion Picture)	spotify:track:3kpYJjvM8Ja6btr5hEJLWc
Glory of Music	The Head And The Heart	Living Mirage	spotify:track:7AoYZaUW8cj6LaDmg48QLU
Non-Stop	Leslie Odom Jr., Lin-Manuel Miranda, Renée Elise Goldsberry, Phillipa Soo, Christopher Jackson, Original Broadway Cast of Hamilton	Hamilton (Original Broadway Cast Recording)	spotify:track:7qfoq1JFKBUEIvhqOHzuqX
Burn	Phillipa Soo	Hamilton (Original Broadway Cast Recording)	spotify:track:4B3qvzOMzLQXLeYgPsG3KA
With a Little Help from My Friends - Live From London	Mumford & Sons	Delta Tour EP	spotify:track:6tUI3ts8MMiMaGRHspW8Qx
Belong	X Ambassadors	Belong EP	spotify:track:54nwCwKlRSl29ndEBFVaGl
Dance Again	Selena Gomez	Rare	spotify:track:5sK3o66yupTNIK6gWgzGjf
Breakfast (feat. A$AP Rocky)	Jaden, A$AP Rocky	SYRE	spotify:track:3xWwPvpAv1HbKFmTwf6uKR
Rose Of Sharon	Mumford & Sons	Delta	spotify:track:6pCBRjjwhfyafZQPWx8KPK
Once In A Lifetime - Acoustic	All Time Low	Once In A Lifetime (Acoustic)	spotify:track:4NFrmJIi8b0wDV3CpZnqa9
Cut Throat	B.o.B	Elements	spotify:track:06R9DTTah3dmZFz8AWSUKy
Once In A Lifetime	All Time Low	Once In A Lifetime	spotify:track:2Qjkvp4GLlL60lFXtEte0X
Bubble	The Dodos	Individ	spotify:track:5PHN3ofpn15LH02mhGOyLQ
Adrenaline	James Blunt	The Stars Beneath My Feet (2004 - 2021)	spotify:track:11waJHg7WAD9vf6KI2o2GP
Where Is My Mind? - Live in Paris	James Blunt	The Stars Beneath My Feet (2004 - 2021)	spotify:track:7CzimZ7YjYyoawU6qlU69G
BGM	Wale	Wow... That's Crazy	spotify:track:3esvDcTwxWDinOl0tAGfC9
Rebellion (feat. Daron Malakian)	Linkin Park, Daron Malakian	The Hunting Party	spotify:track:3zZ009FB8sc8JghwVrbLFq
No Bad Days	Bastille	No Bad Days	spotify:track:4NM72r7orR4QPkgox7astH
Obsession (feat. Jon Bellion) - Roisto Remix	Vice, Jon Bellion, Roisto	Obsession (feat. Jon Bellion) [The Remixes]	spotify:track:5tzSiufw9xKx42gnz6WwSv
Too Much	All Time Low	Straight To DVD	spotify:track:71TKOCscKDOvkBWN7xrS2Y
Jesus Lord	Kanye West	Donda (Deluxe)	spotify:track:7ArMa3vL5il1ngyxkEFQh0
I am not a woman, I'm a god	Halsey	If I Can’t Have Love, I Want Power	spotify:track:5RhFmJifQe83FpQ6ZFFTZ5
Obsession (feat. Jon Bellion) - Acoustic	Vice, Jon Bellion	Obsession (feat. Jon Bellion) [Acoustic]	spotify:track:22Xi0D6D9xZOdmlnMGxGP4
Honeybee - Piano Version	The Head And The Heart	Honeybee (Piano Version)	spotify:track:0fGtw0ICNz9fjPwYXI7Dva
Futureproof	Nothing But Thieves	Moral Panic II	spotify:track:5SbsSlDFarEEJhnm8aF7Jx
Not Like Us	Brantley Gilbert	Fire & Brimstone	spotify:track:6GdCj32q4puZ1haV6Kh2z2
Forget About It (Live)	All Time Low	Straight To DVD II: Past, Present, and Future Hearts	spotify:track:0AILSlkBC8w1TGsYnbejgf
Everything is Fine	All Time Low	Everything Is Fine	spotify:track:3jH8jVAWhw59adF6lRmsfn
Ghost Story (with All Time Low)	Cheat Codes, All Time Low	Ghost Story (with All Time Low)	spotify:track:0DlrV801mOlq3zZijliOqB
Obsession (feat. Jon Bellion) - Lash Remix	Vice, Jon Bellion, Lash	Obsession (feat. Jon Bellion) [The Remixes]	spotify:track:0xPnzajJJBzvWxpTAUHm2J
In The Bible (with Lil Durk & Giveon)	Drake, Lil Durk, Giveon	Certified Lover Boy	spotify:track:61S79KIVA4I9FXbnsylEHT
Ps & Qs	Lil Uzi Vert	Lil Uzi Vert vs. The World	spotify:track:1gGsNNUfvVMOv4llVMg8Vg
Alone - Nothing But Thieves Remix	Rag'n'Bone Man, Nothing But Thieves	Alone (Nothing But Thieves Remix)	spotify:track:6zez8xRSNAhIBMgZDIOsbL
Mulberry Street - Livestream Version	Twenty One Pilots	Scaled And Icy (Livestream Version)	spotify:track:6ZZRGyArzvlbml9m913q4W
Today	Joshua Radin	Live From The Artists Den: Season Three	spotify:track:66S7LKCGkpW0vsZlykziru
Stay The Night	James Blunt	The Stars Beneath My Feet (2004 - 2021)	spotify:track:5wt5e1YJQErFifJ51YlT5m
Brand New Day (Acoustic 2020)	Joshua Radin	Brand New Day (Acoustic 2020)	spotify:track:6PgBQrwXeKFzFSu19auiCn
I'm On Fire - From "Fifty Shades Of Grey" Soundtrack	AWOLNATION	Fifty Shades Of Grey (Original Motion Picture Soundtrack)	spotify:track:5mOmBubZnYIy9EgMZFlDlZ
Obsession (feat. Jon Bellion)	Vice, Jon Bellion	Obsession (feat. Jon Bellion)	spotify:track:5pvVAwQbuFoR7LkcicrKnk
Come to Life	Kanye West	Donda (Deluxe)	spotify:track:14VMRC6EbRfeub5SkIXiad
Slow Motion	Trey Songz	Slow Motion	spotify:track:6ydpPcCGhQ4Ox3H0ly0WcX
Tilted	Christine and the Queens	Tilted	spotify:track:3IdDIhqOeKiXNmdfcMIgHT
You Made Us Change	Ephemerals	You Made Us Change	spotify:track:0gvAtzCUCAQ66ul1tQ4o8A
already there	Jasmine Thompson	already there	spotify:track:3ynlolAaLgMoa4A8HFm5bo
Everything Is Wrong - Live at Electric Lady	Interpol	Spotify Sessions	spotify:track:69z6c0gpgm7iuAEXKlF0sU
It's Alright (feat. Lizz Kellermann)	Tep No, Lizz Kellermann	It's Alright (feat. Lizz Kellermann)	spotify:track:7xcGA90DFdN0H86YnjViU4
Glory of Music II	The Head And The Heart	Living Mirage: The Complete Recordings	spotify:track:4owBrksGX5hhX7rqdAfScg
Cancer	Twenty One Pilots	Cancer	spotify:track:19W5OTEcQI3ZoRW1HERMyy
You	Seinabo Sey	For Madeleine	spotify:track:5BgNI4Y7yODrbAdz5J8VYP
Horizon Approaching	Two Cartoons	Horizon Approaching	spotify:track:24VRqEWdwzB4X21o9IEdyk
Flawless	Logic	Bobby Tarantino III	spotify:track:0OUZoXhXP1XbJnaez0jSJ4
Obsession (feat. Jon Bellion) - RAC Mix	Vice, Jon Bellion, RAC	Obsession (feat. Jon Bellion) [RAC Mix]	spotify:track:5a5H265oyVQPw5BHZ7jJbE
Way To Break My Heart (feat. Skrillex)	Ed Sheeran, Skrillex	No.6 Collaborations Project	spotify:track:5d1rmWWF1725tnYjq6rMDB
Arms Open - Wired Strings	The Script, Dan Frampton	Arms Open (Wired Strings)	spotify:track:5iPzUkrJUemZjk5ICS815Y
High Horse - Violents Remix	Kacey Musgraves, Violents	High Horse Remix	spotify:track:4veyQyv5k8leAa2MCfDbND
Velvet Elvis	Kacey Musgraves	Golden Hour	spotify:track:65krgqLiZqW12PZAUQ9l2x
Leave Me Alone	NF	The Search	spotify:track:3EtyEzMpfKSaoVhPunvbRV
Ego	Tove Styrke	Ego	spotify:track:253V91l7DxehjkHyvxLPNN
Get It Up	Pr0files	Get It Up	spotify:track:3peZEThBOlTR2bTnWPfofo
I Been Waitin	Big K.R.I.T.	K.R.I.T. IZ HERE	spotify:track:7tP4ZRvtO8pR36rvzpMBwA
Own It (feat. Ed Sheeran & Burna Boy)	Stormzy, Burna Boy, Ed Sheeran	Own It (feat. Ed Sheeran & Burna Boy)	spotify:track:07s9NNOT0sZQp7TyolLLgu
Parasite	Armors	Parasite	spotify:track:0ZHqAlq370iaQeHV37RMsJ
Chinatown	Girlpool	Chinatown - Single	spotify:track:5UNS5Abofv3AokMeEO81tj
Cold.1	Kanye West, DJ Khaled	Kanye West Presents Good Music Cruel Summer	spotify:track:1XY7vGqVQZw0MVvjuvahhK
Kansas City Star	Kacey Musgraves	Kansas City Star	spotify:track:36YEyMYRQmXybHg06RXBUO
Miracle, Baby	Nothing But Thieves	Moral Panic II	spotify:track:5I8Msrarucgn1tPVVvLp2T
Deep	Big Sean, Lil Wayne	Dark Sky Paradise (Deluxe)	spotify:track:3cNinQUA98lto0dGrUfAOI
Something Unreal	The Script	The Last Time	spotify:track:0eL459KLWfWjAJswx9MysK
Mirrors (Thuggin)	Lotus, Glasses Malone, Kendrick Lamar	Mirrors (Thuggin)	spotify:track:3McqlOuQytkdtaMYAicbW5
Prove It (feat. J. Cole)	Big K.R.I.T., J. Cole	K.R.I.T. IZ HERE	spotify:track:6z7jvqBQtyNLxaKALqT67c
How To Lose It All	Lucie Silvas	Lucie Silvas	spotify:track:3ilRMwVJoQctJv3gDML9ur
Change	NF	The Search	spotify:track:4cBlIM5AjnQ74f52Dv7T5K
Celebration	Logic	No Pressure	spotify:track:1zjSuvvLpPoJwnywiFIX7E
Ya'aburnee	Halsey	If I Can’t Have Love, I Want Power	spotify:track:1CID86JVwdEYqbBJlYtp41
Chemtrails Over The Country Club	Lana Del Rey	Chemtrails Over The Country Club	spotify:track:7bPWdJgx8vek7S5i5yAtvG
Hate Myself	NF	The Search	spotify:track:5PdEiev2BkKiZtZFcNKjfM
DRIFTING	NF	CLOUDS (THE MIXTAPE)	spotify:track:2hRlHXzOf14ArYmOPeAXsa
Alyssa Interlude	Vince Staples	Big Fish Theory	spotify:track:1AdmqWMl7MCSRMKpwiH0yU
DEATHCAMP (feat. Cole Alexander)	Tyler, The Creator, Cole Alexander	Cherry Bomb	spotify:track:1dXYBALYTj3AMxa8hgiQhA
Margot Robbie	Nyck Caution	Open Flame	spotify:track:26qA9PDsFsmPrnz3kBG1fB
This Will Be Our Year - Acoustic	Joshua Radin	Acoustic from Sunset Sound	spotify:track:4n4VUNUIylNZZ98Qo6iRwh
Where Is My Mind? - Live in Ireland	James Blunt	Chasing Time: The Bedlam Sessions	spotify:track:6lLjhZGjMocUdNnJcrilPO
Album of the Year - Freestyle	J. Cole	Album of the Year (Freestyle)	spotify:track:6rDaCGqcQB1urhpCrrD599
Some Children See Him	David Archuleta	Winter in the Air	spotify:track:5H6kVLvpmeyqqPTZGF8Hm7
I FEEL IT (with Burna Boy)	Jon Bellion, Burna Boy	I FEEL IT (with Burna Boy)	spotify:track:6NoTgpadvWX0qKEK6aJYsg
Amen	Logic	No Pressure	spotify:track:7JcQlgYb0bewNr7autv7gm
my boy	Billie Eilish	dont smile at me	spotify:track:440EnGkfhSGE7cQb99ReDv
A Tale of 2 Citiez - Live	J. Cole	Forest Hills Drive: Live from Fayetteville, NC	spotify:track:5EPp5oygWvFf08qCFBAZcV
All I Want - Live from Irving Plaza, NYC, 4 Dec 2018	Kodaline	Live from Irving Plaza, NYC, 4 Dec 2018	spotify:track:0fNxYA81hnK8DioeL6g8Xz
People disappear here	Halsey	If I Can’t Have Love, I Want Power (Extended)	spotify:track:7h5CR4nRDXUwuTKw66T5Nx
High Hopes - Live from Irving Plaza, NYC, 4 Dec 2018	Kodaline	Live from Irving Plaza, NYC, 4 Dec 2018	spotify:track:3gyio4DDwUlpmfHXL4ExYv
Ready - Live from Irving Plaza, NYC, 4 Dec 2018	Kodaline	Live from Irving Plaza, NYC, 4 Dec 2018	spotify:track:34ttGq4F7q4ORrwgSzFVC7
Honest - Live from Irving Plaza, NYC, 4 Dec 2018	Kodaline	Live from Irving Plaza, NYC, 4 Dec 2018	spotify:track:2po7s4iQLBP4R8MMFgQZ6O
Jail pt 2	Kanye West	Donda (Deluxe)	spotify:track:4Q8KEe2G03s3URJ0PtYBOU
Never Be	Meg Mac	Never Be	spotify:track:1qSSbzRFLoYvRywhCWk1K9
I Am the Fool	The Bros. Landreth	I Am the Fool	spotify:track:6cyEKfAC6mhz6JhDiz68DF
Ok Ok	Kanye West	Donda (Deluxe)	spotify:track:4nqw8c0IQJu5rEo2529ymO
Keep My Spirit Alive pt 2	Kanye West	Donda (Deluxe)	spotify:track:2CxKBeqB9MPl8aT12ukLjF
Talking to Myself - One More Light Live	Linkin Park	One More Light Live	spotify:track:1DVXrmuh4umsD96KRTsGHl
rly real	blackbear	cashmere noose (Deluxe)	spotify:track:5N8lKFhEI3LGGED1Bq2RND
The Ghosts of Beverly Drive	Death Cab for Cutie	The Ghosts of Beverly Drive	spotify:track:6IKxfNSkRCWXBG4636BtRh
What I've Done - Live from La Caja Mágica, Madrid, Spain, 11/7/2010	Linkin Park	A Thousand Suns: Puerta De Alcalá	spotify:track:45rWlAx6DuqaMnilMEnYU7
New Divide - Live	Linkin Park	New Divide (Live)	spotify:track:0AY7MS7xl6Cs38z4sBCjjm
Have Yourself A Merry Little Christmas - From The Kacey Musgraves Christmas Show	Kacey Musgraves	The Kacey Musgraves Christmas Show	spotify:track:5tiRT24jJjOA5oaCxuSxTE
Ribbons And Bows - From The Kacey Musgraves Christmas Show	Kacey Musgraves	The Kacey Musgraves Christmas Show	spotify:track:0qtThizV6Q53Gu7YLHTblZ
Supernatural (feat. Dave Koz)	Ben Rector, Dave Koz	The Joy of Music	spotify:track:6dGKMJR5ydw6ur4Qf6c9hR
The Little Things Give You Away	Linkin Park	Minutes to Midnight	spotify:track:48QYP8a8gEqbtvjOTMSpiD
Déjà vu	TWENTY88	TWENTY88	spotify:track:6amzJ3wmEDf7e5tHAndZmn
Build Me A Daddy	Luke Bryan	Born Here Live Here Die Here (Deluxe Edition)	spotify:track:1OPZlbauxoGRiNOdawxjOc
Too Drunk To Drive	Luke Bryan	Born Here Live Here Die Here (Deluxe Edition)	spotify:track:110EmwGWbpFQVXoiWdhXHq
For A Boat	Luke Bryan	Born Here Live Here Die Here (Deluxe Edition)	spotify:track:2r6vyxgb8zEh2xmc03arvw
Let Me Go	NF	The Search	spotify:track:2PqSOrlabozEH6KXs7BvQr
Missing You Tonight	Striking Matches	Missing You Tonight	spotify:track:6cPxAKlzwpYfrXQu9r7oFi
Mr. Grace - Intro	Royce Da 5'9"	The Allegory	spotify:track:2EAAppsLizTOYgETAE0947
Marsh	Eminem	Music To Be Murdered By - Side B (Deluxe Edition)	spotify:track:1qFip2ddjfGlKkXDhfBnBr
Care	Kodaline	One Day at a Time	spotify:track:4krAHMemQC7arbnU9Lu35R
Glorious	David Archuleta	Winter in the Air	spotify:track:6ZST1746zDPfcRED2gYILe
Piece Of Me (with LOVA)	Gryffin, LOVA	Piece Of Me (with LOVA)	spotify:track:5mlNLzIdl6Ae2a4YRphSI4
A Little Too Not Over You - Acapella Version	David Archuleta	A Little Too Not Over You (Remixes)	spotify:track:6mbN8T0Kds7HCx03XLgYpH
Get Up	Logic	Bobby Tarantino III	spotify:track:6XOY1Y6mZmkzoa9NDfozt3
Backbone	Daughtry	Backbone	spotify:track:26qBE923Z3qvCMDKTMEt3z
Querer Mejor	Juanes, Alessia Cara	Querer Mejor	spotify:track:5Yp4UtIwEHfHXEowSan061
Querer Mejor - Sam Feldt Remix	Juanes, Alessia Cara, Sam Feldt	Querer Mejor (Remixes)	spotify:track:6BXsbQvznvaZj3SbQhDjyp
Querer Mejor - BRAVVO Remix	Juanes, Alessia Cara, BRAVVO	Querer Mejor (Remixes)	spotify:track:1Au1bibMF9uSKMgoLM45Wr
By_Myslf (Josh Abraham and Mike Shinoda Reanimation)	Linkin Park	Reanimation	spotify:track:4zds6sf1ULkuri7mpEjDZb
Querer Mejor - Salda Remix	Juanes, Alessia Cara, Salda	Querer Mejor (Remixes)	spotify:track:4QwbaGIk5jYGpuNWsaRB25
Bring It on Home to Me - Live from Spotify Amsterdam	Kodaline	Spotify Sessions	spotify:track:3bVaKkkERL4UXIafbiVoAS
In Too Deep	Eminem	Music To Be Murdered By - Side B (Deluxe Edition)	spotify:track:1Fcl0NpPPx7YCUSmQFRUEe
O Ven, O Ven Emanuel	David Archuleta	Navidad	spotify:track:2MR76bWEHeuCQtMA14wNV2
Future Self	David Archuleta	Therapy Sessions - The Lost Sessions	spotify:track:5GyQb585KSBziaWXQQIyHU
In The End (Live BBC Radio One) - B-Side Rarities	Linkin Park	Hybrid Theory (20th Anniversary Edition)	spotify:track:3uPwjOj3eqVQChOTHpMYKN
What Are You Doing New Year’s Eve?	The Head And The Heart	Holidays Rule	spotify:track:0SZim5k1ypcgRsWmFcrGfs
Crawling - Demo	Linkin Park	Hybrid Theory (20th Anniversary Edition)	spotify:track:7FjTxB5gYzQVnFja3gt9Zc
Invisible - One More Light Live	Linkin Park	One More Light Live	spotify:track:5BXGP4IsPuXSVNQYZLQCuD
327 (feat. Tyler, The Creator & Billie Essco)	Westside Gunn, Joey Bada$$, Tyler, The Creator, Billie Essco	Pray for Paris	spotify:track:5sxRbu2Oi9lgmLO8taA3Rf
The Wurlitzer Prize - Live	Kacey Musgraves	Outlaw: Celebrating the Music of Waylon Jennings (Live)	spotify:track:575Hk0JhDyva9HM976iEp2
929	Halsey	Manic	spotify:track:1ed6Wdjk7gkxI2lIYjAoJ2
Good Things Fall Apart (with Jon Bellion) [SLANDER Remix]	ILLENIUM, Jon Bellion, SLANDER	ASCEND (Remixes)	spotify:track:5vmRAlW1hZRxg5A96v0aW9
No Regrets (feat. Don Toliver)	Eminem, Don Toliver	Music To Be Murdered By - Side B (Deluxe Edition)	spotify:track:73HqmB8qV8AsPUWFPjt6E7
THE BROWN STAINS OF DARKEESE LATIFAH PART 6-12 (REMIX) (feat. ScHoolboy Q)	Tyler, The Creator, ScHoolboy Q	Cherry Bomb	spotify:track:629TRAVD61y1ZVNl9EOfEE
I'll Be Home For Christmas - From The Kacey Musgraves Christmas Show	Kacey Musgraves, Lana Del Rey	The Kacey Musgraves Christmas Show	spotify:track:0dEAzedAp3dKqhvGa1BRIC
Trust Issues	Beatrice Eli	Die Another Day	spotify:track:2hZuBpxfT40wqkammRWp1C
You Got Growin Up To Do - Live	Joshua Radin	Unclear Sky	spotify:track:1s8WcjA8cbSAim9ikrXgNe
Love Like This - Live At The Button Factory	Kodaline	Live at The Button Factory - EP	spotify:track:4ktNpsMc9JzylAZoY9k5au
This Must Be Christmas - Single Mix	Kodaline	This Must Be Christmas	spotify:track:6z608RQcsgb8qi8A5zEsA1
Help Is Round the Corner	Coldplay	Yellow	spotify:track:1AmYC6YsrtkxpTfiv3nFBn
Fishbowl	Alessia Cara	In The Meantime	spotify:track:0QZcEmktdpeCcwIHSfpAAM
do re mi (feat. Gucci Mane)	blackbear, Gucci Mane	do re mi (feat. Gucci Mane)	spotify:track:53mrVsi49rLHIaKBiSvElG
Black Superhero [Feat. Killer Mike, BJ The Chicago Kid & Big K.R.I.T.]	Robert Glasper, Killer Mike, BJ The Chicago Kid, Big K.R.I.T.	Black Superhero [Feat. Killer Mike, BJ The Chicago Kid & Big K.R.I.T.]	spotify:track:6i8K68TanxPlhBlRiQIdC3
Lover, You Should Have Come Over - Live at BBC Maida Vale Studios	Nothing But Thieves	Lover, You Should Have Come Over (Live at BBC Maida Vale Studios)	spotify:track:07fbp9X6SVbHbk5MiKdkD5
LET IT GO (feat. Justin Bieber & 21 Savage)	DJ Khaled, 21 Savage, Justin Bieber	KHALED KHALED	spotify:track:1cEhrSF6EylAEqdhUGuNpX
Don't Stop Me Now - Remastered 2011	Queen	Jazz (Deluxe Remastered Version)	spotify:track:7hQJA50XrCWABAu5v6QZ4i
So Fresh, So Clean	Outkast	Stankonia	spotify:track:6glsMWIMIxQ4BedzLqGVi4
Life Of A Salesman	Yellowcard	Ocean Avenue	spotify:track:3aF2TiQRip2lJ4ICh1Okbh
Life Of A Salesman Acoustic	Yellowcard	Ocean Avenue Acoustic	spotify:track:5CrlLStWEauapHDADVUvYb
The Come Up	Logic	YS Collection Vol. 1	spotify:track:50phXS6hmTMpmQbfds8Bvr
Afterlife	Nothing But Thieves	Broken Machine (Deluxe)	spotify:track:6ek0XS2AUbzrHS0B5wPNcU
The Book Of Love - Live	Gavin James	Live At Whelans	spotify:track:172o9KpH9vRalf9l861X1b
Water	Kanye West, Ant Clemons	JESUS IS KING	spotify:track:454Epa1vrCGFddHXKyC1kb
About You (feat. blackbear)	Mike Shinoda, blackbear	About You (feat. blackbear)	spotify:track:4NbiOm65BxsCieIJ1yQ94i
Worry About Me (feat. blackbear)	Ellie Goulding, blackbear	Worry About Me (feat. blackbear)	spotify:track:0wsfdPl7p3yKjQBmHQsaDn
We Get High	Logic	YS Collection Vol. 1	spotify:track:34xbyF0mABlqub5fj5RkC0
New Divide - Live from La Caja Mágica, Madrid, Spain, 11/7/2010	Linkin Park	A Thousand Suns: Puerta De Alcalá	spotify:track:4M4LP9F7NsdWfhgiNPQQrR
Never Love Again	Eminem	Music To Be Murdered By - Side B (Deluxe Edition)	spotify:track:6M0R8YHdrWpVkCtwIsWOJn
Waiting for the End - Live from La Caja Mágica, Madrid, Spain, 11/7/2010	Linkin Park	A Thousand Suns: Puerta De Alcalá	spotify:track:6PtTg35Z9F1sdgZc8Ic1i0
paragraphs	blackbear	help	spotify:track:49GFP1sA528wDMaDdQgwLo
Right Back	Royce Da 5'9", Juan, Kid Vishis	Independent's Day	spotify:track:2qvY3IGiTIGE4qbQU7BocL
Falling (blackbear Remix)	Trevor Daniel, blackbear	Falling (blackbear Remix)	spotify:track:59IUUAdjVbmq80Nkc3Q9Dx
Waves Of Loneliness	Jon Bellion	Translations Through Speakers	spotify:track:51x3XywvkwlEBCzunhWoc8
The Lighthouse	Halsey	If I Can’t Have Love, I Want Power	spotify:track:50O7ff3T3e35S0xcv7nZBz
Daughter	Ben Rector	The Joy of Music	spotify:track:3aA1dyHSCU6obV2HgARNdX
Hanging out (feat. Kenny G)	Ben Rector, Kenny G	The Joy of Music	spotify:track:2fipF2hExZjd8qLCFQBpJa
Joy	Ben Rector	The Joy of Music	spotify:track:7Cy46glHTiYmExbOMhLb5K
The Sophomore	Ben Rector	Songs That Duke Wrote	spotify:track:6nk7h6v7xum3r84YPhNWXB
Associated	Ben Rector	Songs That Duke Wrote	spotify:track:6VXRMkW7teuTAvvUsjC3MD
We Will Never Be This Young Again	Ben Rector	The Joy of Music	spotify:track:7bcnTUSnxnt30Y4ynLCQ6T
t h e . c l i m b . b a c k	J. Cole	The Off-Season	spotify:track:5lLNBIyjp72btcnrjBG751
Praise God	Kanye West	Donda (Deluxe)	spotify:track:32ZGcotUVtU3Zfz9lmM8Mi
Higher	Eminem	Music To Be Murdered By - Side B (Deluxe Edition)	spotify:track:3eMsgWDRq5dKl5SBTYGv2J
Early Morning Riser	Ben Rector	Songs That Duke Wrote	spotify:track:315ZCaIe4jEUKCoU7iuQbe
Agenda (feat. Royce Da 5'9")	Grafh, Royce Da 5'9"	Oracle III	spotify:track:0rJmPEpcxecTNAPlOd2phy
Second Place	Royce Da 5'9"	Success is Certain	spotify:track:79fTSO604DOnvbn6CwyftB
How Did I Get Here (feat. J. Cole)	Offset, J. Cole	FATHER OF 4	spotify:track:32iPykTXUNZ9oGyACGUybq
Christmas Makes Me Cry - From The Kacey Musgraves Christmas Show	Kacey Musgraves	The Kacey Musgraves Christmas Show	spotify:track:3W8Ddo9tQPsr55TJkWz1IZ
How You Remind Me	Nickelback	Silver Side Up	spotify:track:0gmbgwZ8iqyMPmXefof8Yf
Merry Xmas Everybody - For Nest Audio Sessions	Bastille	Merry Xmas Everybody (For Nest Audio Sessions)	spotify:track:1suRgczV7iCVucPom1asZ3
My<Dsmbr (Mickey P. Reanimation) [feat. Kelli Ali]	Linkin Park, Kelli Ali	Reanimation	spotify:track:7pu0pLvgwopOa7lp2OBXep
Krwlng (Mike Shinoda Reanimation) [feat. Aaron Lewis]	Linkin Park, Aaron Lewis	Reanimation	spotify:track:1Hg2egRryMkCdXqXmXki3A
don't stop	blackbear	help	spotify:track:4Zz7qwjSgxs9sRnOP2KjHb
How to disappear	Lana Del Rey	Norman Fucking Rockwell!	spotify:track:4qUtC2BwFC154Ha8YQRrkk
All I Do	Logic	YS Collection Vol. 1	spotify:track:1IY46WkIINigH71KTv7Uv2
Come Together - Remastered 2009	The Beatles	Abbey Road (Remastered)	spotify:track:2EqlS6tkEnglzr7tkKAAYD
Delta - Reimagined By Pêtr Aleksänder	Mumford & Sons, Pêtr Alexs̈ander	Delta (Reimagined By Pêtr Alexs̈ander)	spotify:track:6F79jxq2SrDS827gbxG4Ed
I'm On	Trae Tha Truth, Big Boi, Lupe Fiasco, Wiz Khalifa, MDMA, Wale	I'm On	spotify:track:6wjbb9F990dlkwUeSjW7ZX
She Needs Me (Remix)	Kendrick Lamar	Overly Dedicated	spotify:track:64ljLB67HWSCrYhEuEGFgB
Sidekick	WALK THE MOON	TALKING IS HARD	spotify:track:4is9iORYOEafLbo79ODEkO
BIG LOVE	Black Eyed Peas	MASTERS OF THE SUN VOL. 1	spotify:track:6eNeTj9NecqgP1VEqInpKg
Bria's Interlude (feat. Omarion)	Drake, Omarion	So Far Gone	spotify:track:4i3GraNMzBKze1WsVl38DS
Angel	Fifth Harmony	Fifth Harmony	spotify:track:16FcjJG7qeajF19TmB8Dqm
SUGA's Interlude	Halsey, SUGA, BTS	Manic	spotify:track:1ZoQVu9XBssJBdeKMgF2eV
When The World Was At War We Kept Dancing	Lana Del Rey	Lust For Life	spotify:track:0dssTLrqY79Klk6jx2RXCj
A LIGHT THAT NEVER COMES	Linkin Park, Steve Aoki	RECHARGED	spotify:track:3BnBKNItMng824sLx0pUfy
