Rank,Rating,Artist,Number of Songs,Number of Songs Disliked,Number of Songs Unheard,Number of Songs Undecided,Number of Songs Loved,Songs In Queue,Total Songs Reviewed,Remaining Importance,Unheard Importance,Inflation Factor,Lowest Possible Rating,Highest Possible Rating,Lowest Queue Rating,Highest Queue Rating,Highest Possible Ranking,Lowest Possible Ranking,Highest Queue Ranking,Lowest Queue Ranking,Highest Immediate Ranking,Lowest Immediate Ranking,Possible Rankings,Possible Queue Rankings,Possible Immediate Rankings,Range,Queue Range,League,Test Rating
46,43.47,Clairo,48,5,0,2,0,2.0,53,86,0,0.04,41.89,45.45,41.89,45.45,40,279,40,60,45,48,240,21,4,3.56,3.56,EFL League One,21.97
47,42.12,Dave East,49,8,118,141,0,23.0,57,5938,4970,2.47,12.13,182.32,30.01,64.8,3,919,29,68,3,143,917,40,141,170.19,34.79,EFL League One,14.87
48,40.06,Eminem,102,233,0,20,9,20.0,335,801,0,0.06,38.31,50.93,38.31,50.93,33,296,33,60,41,54,264,28,14,12.62,12.62,EFL League One,0.06
49,40.03,Linkin Park,74,78,78,113,4,35.0,152,4523,3122,0.74,24.66,135.96,33.28,67.53,4,381,26,63,5,78,378,38,74,111.3,34.25,EFL League One,0.58
50,39.71,Sia,69,54,109,123,1,14.0,123,4884,4328,1.0,20.35,150.85,35.75,51.28,3,457,33,61,4,92,455,29,89,130.5,15.53,EFL League One,0.88
51,39.21,BANNERS,40,3,0,3,2,3.0,43,117,0,0.07,36.78,42.2,36.78,42.2,44,304,44,61,47,57,261,18,11,5.42,5.42,EFL League One,34.17
52,39.02,6LACK,39,1,56,71,1,15.0,40,2770,2185,1.78,14.7,110.01,28.65,54.02,5,721,33,70,8,121,717,38,114,95.31,25.37,EFL League One,39.2
53,38.52,Anderson .Paak,43,5,109,114,0,5.0,48,4391,4198,2.38,11.41,152.15,34.89,43.47,3,1013,44,63,3,154,1011,20,152,140.74,8.58,EFL League One,18.06
54,38.08,Imagine Dragons,63,47,0,36,2,36.0,110,1370,0,0.33,29.18,69.13,29.18,69.13,26,330,26,69,29,65,305,44,37,39.95,39.95,EFL League One,1.19
55,38.0,Catfish and the Bottlemen,38,0,0,0,0,0.0,38,0,0,0.0,38.0,38.0,38.0,38.0,47,297,47,61,55,55,251,15,1,0.0,0.0,EFL League One,38.0
56,37.66,David Archuleta,53,33,0,79,5,79.0,86,2975,0,0.92,22.02,110.6,22.02,110.6,5,424,5,91,8,82,420,87,75,88.58,88.58,EFL League One,3.58
57,36.08,Vince Staples,63,47,0,51,0,51.0,110,1840,0,0.46,24.65,80.72,24.65,80.72,22,381,22,81,25,78,360,60,54,56.07,56.07,EFL League One,0.78
58,34.43,Fall Out Boy,62,53,0,69,1,69.0,115,2375,0,0.6,21.89,94.27,21.89,94.27,14,433,14,93,17,85,420,80,69,72.38,72.38,EFL League One,0.6
59,33.03,Kehlani,34,1,90,92,0,2.0,35,3038,2972,2.63,9.1,125.01,31.24,35.03,5,1279,51,66,5,183,1275,16,179,115.91,3.79,EFL League One,27.05
60,33.0,Coasts,33,0,0,0,0,0.0,33,0,0,0.0,33.0,33.0,33.0,33.0,49,315,53,64,60,60,267,12,1,0.0,0.0,EFL League One,33.0
61,30.95,VÉRITÉ,42,15,0,39,0,39.0,57,1207,0,0.68,18.38,68.34,18.38,68.34,26,534,26,107,30,97,509,82,68,49.96,49.96,EFL League One,3.78
62,30.42,The Weeknd,37,8,93,94,0,1.0,45,2859,2829,2.09,9.85,123.46,29.76,31.39,5,1266,54,68,5,176,1262,15,172,113.61,1.63,EFL League One,7.9
63,29.88,Big K.R.I.T.,38,12,79,85,1,6.0,50,2539,2360,1.7,11.7,113.07,26.79,35.57,5,1008,51,73,8,150,1004,23,143,101.37,8.78,EFL League One,5.71
64,29.25,Ariana Grande,39,13,84,86,0,2.0,52,2515,2457,1.65,11.02,113.22,28.17,31.13,5,1033,55,71,8,159,1029,17,152,102.2,2.96,EFL League One,4.03
65,28.64,JAY-Z,45,31,89,89,2,0.0,76,2548,2548,1.17,14.27,110.82,28.64,28.64,5,725,59,71,8,123,721,13,116,96.55,0.0,EFL League One,1.28
66,28.45,Raekwon,43,22,117,132,0,15.0,65,3755,3328,2.03,9.39,155.46,23.11,42.05,3,1270,44,85,3,183,1268,42,181,146.07,18.94,EFL League One,1.65
67,28.16,Machine Gun Kelly,44,30,80,81,2,1.0,74,2280,2252,1.09,14.49,102.81,27.81,29.0,10,721,58,72,11,122,712,15,112,88.32,1.19,EFL League One,1.3
68,27.68,Christina Perri,41,30,0,26,4,26.0,71,719,0,0.37,21.33,50.28,21.33,50.28,33,435,33,94,42,87,403,62,46,28.95,28.95,EFL League One,1.85
69,27.0,Roberto Cacciapaglia,26,0,70,70,1,0.0,26,1890,1890,2.69,8.04,97.0,27.0,27.0,14,1459,62,73,16,198,1446,12,183,88.96,0.0,EFL League Two,35.01
70,26.32,Kelvin Jones,30,7,34,38,2,4.0,37,1000,894,1.03,14.0,63.65,23.95,30.2,29,740,55,83,31,128,712,29,98,49.65,6.25,EFL League Two,10.7
71,26.3,Shawn Mendes,27,3,56,56,2,0.0,30,1472,1472,1.87,10.48,82.1,26.3,26.3,22,1129,64,75,23,165,1108,12,143,71.62,0.0,EFL League Two,21.95
72,26.25,B.o.B,46,45,121,129,3,8.0,91,3386,3176,1.42,12.62,142.2,24.37,32.45,4,908,54,81,4,138,905,28,135,129.58,8.08,EFL League Two,0.55
73,25.36,Khalid,29,7,46,47,2,1.0,36,1191,1166,1.31,12.13,71.59,24.73,26.32,25,919,64,81,28,143,895,18,116,59.46,1.59,EFL League Two,10.07
74,25.14,Russ,27,2,70,73,0,3.0,29,1835,1759,2.52,7.15,98.04,22.78,28.12,13,1622,61,87,14,223,1610,27,210,90.89,5.34,EFL League Two,15.37
75,25.04,Bea Miller,24,1,23,23,2,0.0,25,575,575,0.92,14.0,48.02,25.04,25.04,37,740,65,80,42,128,704,16,87,34.02,0.0,EFL League Two,33.54
76,25.0,A R I Z O N A,25,0,19,20,0,1.0,25,500,475,0.8,13.89,45.0,24.04,26.0,42,803,65,82,45,129,762,18,85,31.11,1.96,EFL League Two,25.0
77,24.74,Cordae,29,5,21,21,0,0.0,34,519,519,0.62,15.29,45.45,24.74,24.74,40,665,66,81,45,115,626,16,71,30.16,0.0,EFL League Two,8.27
78,24.13,X Ambassadors,29,9,46,48,2,2.0,38,1158,1109,1.26,11.78,70.94,23.02,26.02,25,1008,65,87,29,149,984,23,121,59.16,3.0,EFL League Two,6.81
79,23.32,Adele,25,3,25,25,1,0.0,28,583,583,0.89,12.79,48.17,23.32,23.32,36,908,72,84,42,138,873,13,97,35.38,0.0,EFL League Two,14.45
80,23.04,Vance Joy,22,1,46,46,2,0.0,23,1059,1059,2.0,9.01,69.01,23.04,23.04,26,1297,74,86,29,185,1272,13,157,60.0,0.0,EFL League Two,31.71
81,22.95,Macklemore,30,11,15,18,1,3.0,41,413,344,0.44,16.25,40.05,21.45,25.75,46,605,65,93,49,107,560,29,59,23.8,4.3,EFL League Two,3.63
T82,22.0,Finish Ticket,21,0,7,7,1,0.0,21,154,154,0.33,16.75,29.0,22.0,22.0,51,601,78,92,65,105,551,15,41,12.25,0.0,EFL League Two,30.31
T82,22.0,RZA,21,0,74,76,1,2.0,21,1672,1628,3.62,5.55,98.0,20.17,24.0,13,2196,71,99,14,275,2184,29,262,92.45,3.83,EFL League Two,30.31
84,21.95,Sam Smith,30,11,68,68,0,0.0,41,1492,1492,1.66,8.26,88.11,21.95,21.95,19,1436,79,93,21,196,1418,15,176,79.85,0.0,EFL League Two,2.55
85,21.6,Jhené Aiko,36,24,60,69,0,9.0,60,1490,1296,1.15,10.05,85.47,18.78,29.35,21,1166,57,105,23,172,1146,49,150,75.42,10.57,EFL League Two,0.64
86,21.48,Pusha T,32,18,40,41,1,1.0,50,880,859,0.82,12.25,59.56,21.08,22.35,30,913,77,95,35,141,884,19,107,47.31,1.27,EFL League Two,1.38
87,21.33,Meechy Darko,24,3,9,12,0,3.0,27,255,191,0.44,14.77,33.23,19.2,24.3,49,720,70,101,59,121,672,32,63,18.46,5.1,EFL League Two,9.48
88,21.16,Flatbush Zombies,23,2,19,24,0,5.0,25,507,402,0.96,10.8,45.08,17.63,26.13,42,1123,65,109,45,162,1082,45,118,34.28,8.5,EFL League Two,11.92
89,21.05,Nas,21,1,52,53,1,1.0,22,1115,1094,2.41,6.88,74.01,20.17,22.04,24,1873,77,99,27,244,1850,23,218,67.13,1.87,EFL League Two,21.36
T90,21.04,Billie Eilish,22,1,25,26,0,1.0,23,547,526,1.13,9.88,47.02,20.17,22.04,38,1265,77,99,45,175,1228,23,131,37.14,1.87,EFL League Two,15.49
T90,21.04,Tate McRae,22,1,23,23,0,0.0,23,483,483,1.0,10.52,44.02,21.04,21.04,43,1129,84,96,46,165,1087,13,120,33.5,0.0,EFL League Two,15.49
92,20.27,Skylar Grey,26,11,37,40,2,3.0,37,810,749,1.08,10.78,58.57,18.9,23.02,31,1123,75,104,36,162,1093,30,127,47.79,4.12,EFL League Two,3.65
93,20.2,Camila Cabello,24,6,24,24,1,0.0,30,484,484,0.8,11.67,43.67,20.2,20.2,44,1008,85,99,46,150,965,15,105,32.0,0.0,National League,6.16
94,19.38,WALK THE MOON,21,3,46,48,1,2.0,24,930,891,2.0,7.12,67.12,17.96,21.35,26,1624,82,108,30,224,1599,27,195,60.0,3.39,National League,11.13
95,19.17,Erick the Architect,21,2,29,33,0,4.0,23,632,555,1.43,7.88,52.07,16.33,23.15,33,1602,73,119,41,210,1570,47,170,44.19,6.82,National League,10.25
96,18.62,Ghostface Killah,22,4,85,86,0,1.0,26,1601,1582,3.31,4.32,104.14,17.93,19.59,9,2652,89,108,11,323,2644,20,313,99.82,1.66,National League,5.89
97,18.05,Cole Swindell,18,1,30,30,1,0.0,19,541,541,1.58,7.61,48.02,18.05,18.05,37,1606,93,108,42,215,1570,16,174,40.41,0.0,National League,18.42
98,18.0,The Lumineers,18,0,29,30,0,1.0,18,540,522,1.67,6.75,48.0,17.05,19.0,37,1874,90,116,42,245,1838,27,204,41.25,1.95,National League,18.0
99,17.8,John Legend,16,4,65,68,5,3.0,20,1210,1157,3.4,7.91,85.18,16.13,20.7,21,1602,85,121,23,210,1582,37,188,77.27,4.57,National League,37.09
100,17.64,Kirk Knight,21,4,24,27,0,3.0,25,476,423,1.08,8.48,44.31,15.75,20.57,43,1427,85,125,45,195,1385,41,151,35.83,4.82,National League,5.31
101,17.41,VIC MENSA,19,3,68,68,1,0.0,22,1183,1183,3.09,5.01,85.1,17.41,17.41,21,2251,97,110,23,287,2231,14,265,80.09,0.0,National League,9.53
102,17.33,Florida Georgia Line,28,20,32,32,1,0.0,48,554,554,0.67,10.8,46.0,17.33,17.33,40,1123,98,112,45,162,1084,15,118,35.2,0.0,National League,0.64
103,17.06,G-Eazy,23,8,92,94,0,2.0,31,1603,1569,3.03,4.23,109.51,16.03,18.94,5,2652,90,122,8,326,2648,33,319,105.28,2.91,National League,2.18
104,17.0,Skyzoo,17,0,67,67,0,0.0,17,1139,1139,3.94,3.44,84.0,17.0,17.0,21,3341,100,118,23,377,3321,19,355,80.56,0.0,National League,17.0
105,16.5,DJ Premier,33,33,33,39,0,6.0,66,643,544,0.59,10.37,49.37,15.12,21.12,33,1129,83,126,42,165,1097,44,124,39.0,6.0,National League,0.14
106,16.41,Zombie Juice,19,3,9,10,0,1.0,22,164,147,0.45,11.28,26.28,15.7,17.39,52,1013,98,126,72,155,962,29,84,15.0,1.69,National League,5.98
T107,16.21,Lil Wayne,34,42,92,96,1,4.0,76,1556,1491,1.26,7.72,99.26,15.45,19.05,12,1602,90,126,14,214,1591,37,201,91.54,3.6,National League,0.1
T107,16.21,U2,17,2,60,61,1,1.0,19,988,972,3.21,4.61,77.05,15.45,17.2,24,2638,99,126,26,309,2615,28,284,72.44,1.75,National League,11.68
109,16.13,One Direction,22,8,28,28,0,0.0,30,451,451,0.93,8.34,43.1,16.13,16.13,44,1429,102,121,47,195,1386,20,149,34.76,0.0,National League,1.91
110,16.06,Earl Sweatshirt,17,1,29,30,0,1.0,18,481,465,1.67,6.02,46.02,15.21,17.05,40,1924,99,126,45,260,1885,28,216,40.0,1.84,National League,10.83
111,16.03,Ab-Soul,23,10,26,29,0,3.0,33,464,416,0.88,8.53,43.61,14.69,18.78,44,1427,91,131,46,193,1384,41,148,35.08,4.09,National League,1.33
112,15.81,Ryan Lewis,20,7,5,5,1,0.0,27,79,79,0.19,13.5,20.53,15.81,15.81,57,807,105,125,92,131,751,21,40,7.03,0.0,National League,3.14
113,15.52,Rick Ross,30,28,82,83,0,1.0,58,1288,1272,1.43,6.38,90.56,15.25,16.29,17,1891,102,126,21,252,1875,25,232,84.18,1.04,National League,0.17
114,15.38,Future,26,21,113,117,1,4.0,47,1799,1737,2.49,5.12,125.69,14.25,18.65,5,2250,92,132,5,286,2246,41,282,120.57,4.4,National League,0.41
T115,15.21,Killer Mike,17,2,72,74,0,2.0,19,1125,1095,3.89,3.11,89.04,13.76,17.19,18,3417,99,141,21,403,3400,43,383,85.93,3.43,National League,7.07
T115,15.21,Nyck Caution,17,2,20,27,0,7.0,19,410,304,1.42,6.28,42.09,11.12,22.15,44,1891,77,168,48,252,1848,92,205,35.81,11.03,National League,7.07
T117,15.06,Apollo Brown,16,1,33,35,0,2.0,17,527,496,2.06,4.92,50.02,13.47,17.05,33,2629,99,144,42,301,2597,46,260,45.1,3.58,National League North,9.92
T117,15.06,Bryce Vine,16,1,36,36,0,0.0,17,542,542,2.12,4.83,51.02,15.06,15.06,33,2637,113,127,41,307,2605,15,267,46.19,0.0,National League North,9.92
119,15.0,Maren Morris,14,0,41,43,1,2.0,14,645,615,3.07,4.44,58.0,13.25,17.0,32,2652,100,146,36,320,2621,47,285,53.56,3.75,National League North,24.12
120,14.92,Zedd,21,16,32,33,3,1.0,37,492,477,0.89,9.3,44.66,14.61,15.74,43,1279,107,131,45,183,1237,25,139,35.36,1.13,National League North,1.42
121,14.6,Selena Gomez,21,14,30,33,2,3.0,35,481,438,0.94,8.49,44.88,13.61,17.16,42,1427,99,142,45,195,1386,44,151,36.39,3.55,National League North,1.19
122,14.35,Big Sean,29,34,73,79,1,6.0,63,1133,1047,1.25,6.92,83.14,13.19,18.75,21,1873,92,146,23,244,1853,55,222,76.22,5.56,National League North,0.11
123,14.24,Sara Bareilles,15,2,49,49,1,0.0,17,697,697,2.88,4.41,63.06,14.24,14.24,29,2652,117,133,32,320,2624,17,289,58.65,0.0,National League North,9.93
T124,14.09,Lil Baby,18,5,76,77,0,1.0,23,1084,1070,3.35,3.24,90.25,13.5,15.04,17,3347,114,143,21,385,3331,30,365,87.01,1.54,National League North,2.6
T124,14.09,Lil Nas X,18,5,3,5,0,2.0,23,70,42,0.22,11.57,18.89,12.96,16.0,58,1009,105,150,96,150,952,46,55,7.32,3.04,National League North,2.6
T126,14.06,El-P,15,1,41,41,0,0.0,16,576,576,2.56,3.95,55.02,14.06,14.06,33,3325,118,136,38,363,3293,19,326,51.07,0.0,National League North,9.02
T126,14.06,Run The Jewels,15,1,29,29,0,0.0,16,407,407,1.81,5.0,43.02,14.06,14.06,44,2252,118,136,47,287,2209,19,241,38.02,0.0,National League North,9.02
128,13.96,Lady Gaga,18,7,32,32,1,0.0,25,446,446,1.28,6.68,44.86,13.96,13.96,42,1878,120,140,45,248,1837,21,204,38.18,0.0,National League North,2.42
129,13.89,ScHoolboy Q,25,20,44,51,0,7.0,45,708,611,1.13,6.51,60.17,12.02,19.69,30,1878,89,157,33,250,1849,69,218,53.66,7.67,National League North,0.24
130,13.52,Rihanna,22,20,38,38,2,0.0,42,513,513,0.9,8.05,47.0,13.52,13.52,39,1459,123,143,45,198,1421,21,154,38.95,0.0,National League North,0.47
131,13.28,Avicii,19,13,42,44,2,2.0,32,584,557,1.38,6.75,54.22,12.62,14.97,33,1874,114,151,40,245,1842,38,206,47.47,2.35,National League North,1.13
132,13.23,Ryan Tedder,15,7,6,7,3,1.0,22,92,79,0.32,10.76,19.69,12.78,14.13,58,1123,118,151,94,162,1066,34,69,8.93,1.35,National League North,5.56
133,13.08,Cold War Kids,12,1,43,43,2,0.0,13,562,562,3.31,4.57,56.02,13.08,13.08,33,2638,128,148,36,309,2606,21,274,51.45,0.0,National League North,23.64
T134,13.07,Breaking Benjamin,14,1,40,40,0,0.0,15,522,522,2.67,3.56,53.02,13.07,13.07,33,3341,129,149,41,372,3309,21,332,49.46,0.0,National League North,8.12
T134,13.07,Method Man,14,1,40,43,0,3.0,15,562,522,2.87,3.38,56.02,10.89,16.06,33,3341,104,178,36,377,3309,75,342,52.64,5.17,National League North,8.12
T134,13.07,Wu-Tang Clan,14,1,36,37,0,1.0,15,483,470,2.47,3.77,50.02,12.25,14.06,33,3326,118,155,42,363,3294,38,322,46.25,1.81,National League North,8.12
137,13.0,The Avett Brothers,13,0,28,31,0,3.0,13,403,364,2.38,3.84,44.0,10.56,16.0,43,3326,105,179,46,363,3284,75,318,40.16,5.44,National League North,13.0
138,12.45,Chance the Rapper,19,10,81,82,0,1.0,29,1020,1008,2.83,3.25,91.9,12.03,13.33,14,3344,126,157,21,383,3331,32,363,88.65,1.3,National League North,0.68
139,12.32,Robin Schulz,14,5,48,48,2,0.0,19,591,591,2.53,4.93,59.37,12.32,12.32,30,2628,133,153,35,301,2599,21,267,54.44,0.0,National League South,5.09
140,12.29,Green Day,12,2,37,37,2,0.0,14,454,454,2.64,4.82,49.08,12.29,12.29,35,2637,134,154,42,307,2603,21,266,44.26,0.0,National League South,14.45
141,12.25,Travis Scott,21,15,56,58,0,2.0,36,710,686,1.61,4.69,66.39,11.61,13.92,29,2638,121,165,30,309,2610,45,280,61.7,2.31,National League South,0.3
142,12.19,Childish Gambino,16,5,31,32,0,1.0,21,390,377,1.52,4.83,43.47,11.64,13.14,44,2637,128,165,46,307,2594,38,262,38.64,1.5,National League South,1.87
143,12.02,Justin Bieber,23,21,23,24,0,1.0,44,288,276,0.55,7.78,32.49,11.76,12.8,50,1602,131,164,61,212,1553,34,152,24.71,1.04,National League South,0.14
T144,12.0,A Tribe Called Quest,12,0,36,36,0,0.0,12,432,432,3.0,3.0,48.0,12.0,12.0,37,3418,138,158,42,404,3382,21,363,45.0,0.0,National League South,12.0
T144,12.0,Better Oblivion Community Center,12,0,1,1,0,0.0,12,12,12,0.08,11.08,13.0,12.0,12.0,70,1023,138,158,137,156,954,21,20,1.92,0.0,National League South,12.0
T144,12.0,Conor Oberst,12,0,32,32,0,0.0,12,384,384,2.67,3.27,44.0,12.0,12.0,43,3342,138,158,46,380,3300,21,335,40.73,0.0,National League South,12.0
T144,12.0,NEEDTOBREATHE,11,0,37,37,1,0.0,11,444,444,3.36,3.52,49.0,12.0,12.0,35,3341,138,158,42,374,3307,21,333,45.48,0.0,National League South,21.85
T144,12.0,The National Parks,12,0,28,28,0,0.0,12,336,336,2.33,3.6,40.0,12.0,12.0,46,3328,138,158,50,366,3283,21,317,36.4,0.0,National League South,12.0
149,11.78,Common,15,8,35,38,2,3.0,23,447,412,1.65,5.69,48.05,10.65,14.46,36,2195,116,178,42,275,2160,63,234,42.36,3.81,National League South,2.23
150,11.57,PRhyme,25,29,0,3,0,3.0,54,34,0,0.06,10.96,13.75,10.96,13.75,69,1121,122,178,130,162,1053,57,33,2.79,2.79,National League South,0.06
T151,11.53,Panic! At The Disco,14,3,30,32,0,2.0,17,368,345,1.88,4.0,43.18,10.32,13.47,44,2713,125,180,47,338,2670,56,292,39.18,3.15,National League South,3.03
T151,11.53,Romeo Santos,14,3,32,32,0,0.0,17,368,368,1.88,4.0,43.18,11.53,11.53,44,2713,146,167,47,338,2670,22,292,39.18,0.0,National League South,3.03
153,11.45,Original Broadway Cast of Hamilton,18,13,0,1,1,1.0,31,11,0,0.03,11.12,12.28,11.12,12.28,72,1022,135,168,141,155,951,34,15,1.16,1.16,National League South,0.51
154,11.31,Bruno Mars,19,16,9,10,1,1.0,35,113,101,0.29,9.02,19.69,11.03,12.11,58,1297,136,174,94,185,1240,39,92,10.67,1.08,National League South,0.32
155,11.09,Niall Horan,10,1,30,30,2,0.0,11,332,332,2.73,4.44,41.02,11.09,11.09,46,2652,149,169,48,320,2607,21,273,36.58,0.0,National League South,22.63
T156,11.08,Alex Goot,12,1,34,34,0,0.0,13,376,376,2.62,3.06,45.02,11.08,11.08,42,3417,150,170,45,403,3376,21,359,41.96,0.0,National League South,6.38
T156,11.08,Harry Styles,12,1,16,16,0,0.0,13,177,177,1.23,4.97,27.03,11.08,11.08,52,2628,150,170,69,301,2577,21,233,22.06,0.0,National League South,6.38
T156,11.08,Rapsody,12,1,43,43,0,0.0,13,476,476,3.31,2.57,54.02,11.08,11.08,33,4460,150,170,41,484,4428,21,444,51.45,0.0,National League South,6.38
T159,11.0,James Bay,11,0,36,37,0,1.0,11,407,396,3.36,2.52,48.0,10.08,12.0,37,4460,138,186,42,484,4424,49,443,45.48,1.92,National League South,11.0
T159,11.0,Olivia Rodrigo,11,0,3,3,0,0.0,11,33,33,0.27,8.64,14.0,11.0,11.0,66,1427,154,175,128,193,1362,22,66,5.36,0.0,National League South,11.0
T159,11.0,Sundara Karma,11,0,37,37,0,0.0,11,407,407,3.36,2.52,48.0,11.0,11.0,37,4460,154,175,42,484,4424,22,443,45.48,0.0,Northern Premier League Premier,11.0
162,10.71,DaBaby,15,6,35,36,0,1.0,21,385,374,1.71,3.95,45.63,10.23,11.64,40,3325,144,185,45,363,3286,42,319,41.68,1.41,Northern Premier League Premier,1.06
163,10.67,Nicki Minaj,26,52,56,59,2,3.0,78,629,597,0.76,6.93,54.74,10.35,12.38,33,1873,133,180,38,244,1841,48,207,47.81,2.03,Northern Premier League Premier,0.02
164,10.6,Mikky Ekko,12,3,16,17,1,1.0,15,180,169,1.13,5.5,27.28,10.0,11.56,52,2196,146,187,69,275,2145,42,207,21.78,1.56,Northern Premier League Premier,4.51
T165,10.31,Dierks Bentley,11,2,23,23,1,0.0,13,237,237,1.77,4.36,33.11,10.31,10.31,49,2652,162,181,59,320,2604,20,262,28.75,0.0,Northern Premier League Premier,6.59
T165,10.31,Frank Ocean,11,2,25,25,1,0.0,13,257,257,1.92,4.18,35.11,10.31,10.31,49,2656,162,181,58,326,2608,20,269,30.93,0.0,Northern Premier League Premier,6.59
167,10.29,Inspectah Deck,12,2,27,27,0,0.0,14,277,277,1.93,3.51,37.1,10.29,10.29,48,3341,164,183,57,374,3294,20,318,33.59,0.0,Northern Premier League Premier,3.56
168,10.23,Post Malone,15,7,39,39,0,0.0,22,398,398,1.77,3.69,47.8,10.23,10.23,37,3326,165,185,43,365,3290,21,323,44.11,0.0,Northern Premier League Premier,0.73
169,10.12,Tyler The Creator,18,14,42,51,0,9.0,32,516,425,1.59,3.9,57.36,7.9,17.78,32,3325,96,232,36,363,3294,137,328,53.46,9.88,Northern Premier League Premier,0.19
T170,10.08,Jay Electronica,11,1,3,4,0,1.0,12,40,30,0.33,7.56,14.06,9.31,11.08,66,1610,150,197,126,215,1545,48,90,6.5,1.77,Northern Premier League Premier,5.54
T170,10.08,King Princess,11,1,20,20,0,0.0,12,201,201,1.67,3.78,30.03,10.08,10.08,50,3326,167,186,63,363,3277,20,301,26.25,0.0,Northern Premier League Premier,5.54
T172,10.0,A$AP Twelvyy,10,0,33,33,0,0.0,10,330,330,3.3,2.33,43.0,10.0,10.0,44,4462,169,187,47,486,4419,19,440,40.67,0.0,Northern Premier League Premier,10.0
T172,10.0,Sturgill Simpson,10,0,40,42,0,2.0,10,420,400,4.2,1.92,52.0,8.33,12.0,33,6727,138,216,41,713,6695,79,673,50.08,3.67,Northern Premier League Premier,10.0
174,9.94,Ryan Caraveo,13,4,15,15,0,0.0,17,149,149,0.88,5.28,24.5,9.94,9.94,54,2212,171,188,78,282,2159,18,205,19.22,0.0,Northern Premier League Premier,1.57
175,9.86,Train,12,9,43,43,3,0.0,21,423,423,2.05,5.25,50.27,9.86,9.86,33,2213,172,189,42,282,2181,18,241,45.02,0.0,Northern Premier League Premier,2.54
176,9.76,A$AP Rocky,19,18,46,49,0,3.0,37,478,448,1.32,4.2,53.77,9.02,12.1,33,2653,136,201,41,326,2621,66,286,49.57,3.08,Northern Premier League Premier,0.1
177,9.68,2 Chainz,22,28,55,60,0,5.0,50,580,532,1.2,4.4,61.13,8.8,13.25,30,2652,126,209,33,320,2623,84,288,56.73,4.45,Northern Premier League Premier,0.03
178,9.64,George Ezra,11,3,17,17,1,0.0,14,163,163,1.21,4.9,26.29,9.64,9.64,52,2631,173,192,72,303,2580,20,232,21.39,0.0,Northern Premier League Premier,3.89
T179,9.6,Grimes,12,3,31,31,0,0.0,15,297,297,2.07,3.13,40.2,9.6,9.6,46,3407,174,193,48,399,3362,20,352,37.07,0.0,Northern Premier League Premier,2.06
T179,9.6,Miguel,12,3,33,34,0,1.0,15,326,316,2.27,2.94,43.18,9.0,10.56,44,4440,159,202,47,466,4397,44,420,40.24,1.56,Northern Premier League Premier,2.06
181,9.53,Yelawolf,16,14,41,41,1,0.0,30,390,390,1.37,4.61,46.76,9.53,9.53,39,2638,175,194,45,309,2600,20,265,42.15,0.0,Northern Premier League Premier,0.27
182,9.52,Hopsin,20,22,34,36,0,2.0,42,342,323,0.86,5.13,40.21,9.09,11.0,46,2250,154,199,48,286,2205,46,239,35.08,1.91,Northern Premier League Premier,0.06
183,9.09,Jaden,10,1,42,44,0,2.0,11,399,381,4.0,1.82,53.02,7.69,11.08,33,6727,150,237,41,713,6695,88,673,51.2,3.39,Southern League Premier Central,4.72
184,9.03,Lin-Manuel Miranda,17,15,1,2,0,1.0,32,18,9,0.06,8.5,10.62,8.76,9.82,89,1427,173,209,164,194,1339,37,31,2.12,1.06,Southern League Premier Central,0.12
T185,9.0,Banks & Steelz,9,0,1,1,0,0.0,9,9,9,0.11,8.1,10.0,9.0,9.0,93,1437,179,202,172,197,1345,24,26,1.9,0.0,Southern League Premier Central,9.0
T185,9.0,Jason Wade,9,0,27,33,0,6.0,9,297,243,3.67,1.93,42.0,5.4,15.0,44,6727,114,310,48,713,6684,197,666,40.07,9.6,Southern League Premier Central,9.0
T185,9.0,Lauv,9,0,36,36,0,0.0,9,324,324,4.0,1.8,45.0,9.0,9.0,42,6728,179,202,45,713,6687,24,669,43.2,0.0,Southern League Premier Central,9.0
T185,9.0,Lil Durk,9,0,107,109,0,2.0,9,981,963,12.11,0.69,118.0,7.36,11.0,5,14397,154,245,6,1878,14393,92,1873,117.31,3.64,Southern League Premier Central,9.0
T185,9.0,Mat Kearney,9,0,12,12,0,0.0,9,108,108,1.33,3.86,21.0,9.0,9.0,57,3325,179,202,92,363,3269,24,272,17.14,0.0,Southern League Premier Central,9.0
T185,9.0,Paul Banks,9,0,2,2,0,0.0,9,18,18,0.22,7.36,11.0,9.0,9.0,84,1615,179,202,159,218,1532,24,60,3.64,0.0,Southern League Premier Central,9.0
T185,9.0,dvsn,9,0,33,33,0,0.0,9,297,297,3.67,1.93,42.0,9.0,9.0,44,6727,179,202,48,713,6684,24,666,40.07,0.0,Southern League Premier Central,9.0
192,8.68,KXNG Crooked,13,9,83,85,1,2.0,22,737,720,3.86,2.58,90.76,8.04,10.38,17,4460,160,221,21,483,4444,62,463,88.18,2.34,Southern League Premier Central,0.54
193,8.52,Mac Miller,14,9,45,46,0,1.0,23,391,383,2.0,2.84,52.17,8.17,9.38,33,4440,176,217,41,466,4408,42,426,49.33,1.21,Southern League Premier Central,0.28
194,8.5,Quavo,17,17,46,46,0,0.0,34,391,391,1.35,3.61,49.61,8.5,8.5,33,3327,187,215,42,366,3295,29,325,46.0,0.0,Southern League Premier Central,0.07
